Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
2022,20103,Wheat,Non-Irrigated,3819.854817671117,12544.403221231947,3893.830879280945,12787.340607558623
2022,20117,Wheat,Irrigated,3712.2532735113678,12191.03975021133,3759.3289490812576,12345.63626878285
2022,20117,Wheat,Non-Irrigated,3712.2532735113678,12191.03975021133,3759.3289490812576,12345.63626878285
2022,20127,Wheat,Irrigated,4552.890337259413,14951.691867559912,4680.667170949115,15371.310989396892
2022,20127,Wheat,Non-Irrigated,3275.122000362384,10755.500649190068,3362.548254992181,11042.608469394321
2022,20131,Wheat,Irrigated,3914.0061688108985,12853.59625837499,3961.081844380789,13008.19277694651
2022,20131,Wheat,Non-Irrigated,3914.0061688108985,12853.59625837499,3961.081844380789,13008.19277694651
2022,20139,Wheat,Irrigated,3375.9984480121498,11086.7789032719,3436.5243166020086,11285.545855720995
2022,20139,Wheat,Non-Irrigated,3375.9984480121498,11086.7789032719,3436.5243166020086,11285.545855720995
2022,20149,Wheat,Irrigated,3591.2015363316486,11793.505845313133,3638.2772119015394,11948.102363884655
2022,20149,Wheat,Non-Irrigated,3591.2015363316486,11793.505845313133,3638.2772119015394,11948.102363884655
2022,20161,Wheat,Irrigated,4620.141302359257,15172.544036947798,4727.742846519006,15525.907507968415
2022,20161,Wheat,Non-Irrigated,3409.623930562071,11197.20498796584,3449.974509621977,11329.716289598573
2022,20177,Wheat,Irrigated,3342.3729654622275,10976.352818577954,3402.898834052087,11175.119771027052
2022,20177,Wheat,Non-Irrigated,3342.3729654622275,10976.352818577954,3402.898834052087,11175.119771027052
2022,20197,Wheat,Irrigated,4573.065626789366,15017.947518376279,4694.117363969084,15415.481423274472
2022,20197,Wheat,Non-Irrigated,3355.823158482196,11020.52325245553,3409.623930562071,11197.20498796584
2022,20209,Wheat,Irrigated,4270.43628384007,14024.11275613079,4344.412345449898,14267.050142457463
2022,20209,Wheat,Non-Irrigated,4270.43628384007,14024.11275613079,4344.412345449898,14267.050142457463
2022,20005,Corn,Irrigated,13174.946981106414,47179.48513934207,13532.72305443803,48460.68125794259
2022,20005,Corn,Non-Irrigated,9038.553431535605,32367.059838329,9283.347586973028,33243.667708950416
2022,20013,Corn,Irrigated,14681.372553029016,52573.99511239691,15189.791183552892,54394.64222830291
2022,20013,Corn,Non-Irrigated,11580.646584154994,41470.29541785904,11932.145884270267,42729.01441157183
2022,20045,Corn,Irrigated,11009.460221467674,39424.87705307574,11053.397633982084,39582.21692728984
2022,20045,Corn,Non-Irrigated,6804.022166517081,24365.20337829767,6923.28085762762,24792.26875116451
2022,20061,Corn,Irrigated,11775.226553861665,42167.08628937862,12032.574255731774,43088.64840977548
2022,20061,Corn,Non-Irrigated,8718.437997502053,31220.72646905485,8831.419915396247,31625.31471703396
2022,20085,Corn,Irrigated,12114.17230754425,43380.85103331596,12365.243236198015,44279.93602882509
2022,20085,Corn,Non-Irrigated,7550.9581792620365,27039.98123993735,7732.9846025360175,27691.817861681477
2022,20087,Corn,Irrigated,11229.147284039722,40211.576424146246,11442.557573395423,40975.79867032901
2022,20087,Corn,Non-Irrigated,8379.492243819468,30006.961725117515,8567.795440309792,30681.275471749366
2022,20091,Corn,Irrigated,6000.595194825027,21488.13139266842,6107.300339502878,21870.242515759808
2022,20091,Corn,Non-Irrigated,6000.595194825027,21488.13139266842,6107.300339502878,21870.242515759808
2022,20103,Corn,Irrigated,12176.940039707692,43605.622282193246,12421.734195145113,44482.23015281465
2022,20103,Corn,Non-Irrigated,7927.564572242687,28388.60873320106,8115.867768733013,29062.92247983292
2022,20117,Corn,Irrigated,13350.69663116405,47808.84463619846,13739.856570577389,49202.42637923763
2022,20117,Corn,Non-Irrigated,9333.56177270378,33423.48470805224,9565.802381708516,34255.138328898196
2022,20127,Corn,Irrigated,11599.476903804029,41537.726792522226,11850.547832457794,42436.81178803136
2022,20127,Corn,Non-Irrigated,5441.962378570396,19487.66727766059,5529.837203599213,19802.347026088784
2022,20131,Corn,Irrigated,14442.855170807936,51719.86436666322,14794.354470923208,52978.58336037601
2022,20131,Corn,Non-Irrigated,10105.604878314114,36188.17106924284,10394.336446265947,37222.118814078356
2022,20139,Corn,Irrigated,11549.262718073272,41357.90979342039,11787.780100294352,42212.04053915408
2022,20139,Corn,Non-Irrigated,6270.496443127827,22454.64776284075,7450.529807800531,26680.3472417337
2022,20149,Corn,Irrigated,12220.8774522221,43762.96215640734,12478.225154092212,44684.52427680421
2022,20149,Corn,Non-Irrigated,8881.634101127001,31805.13171613579,9082.490844050013,32524.399712543098
2022,20161,Corn,Irrigated,11637.137543102093,41672.589541848596,11888.20847175586,42571.67453735773
2022,20161,Corn,Non-Irrigated,8517.58125457904,30501.45847264754,8749.821863583773,31333.11209349349
2022,20177,Corn,Irrigated,10927.8621696552,39132.67442953527,11109.888592929181,39784.5110512794
2022,20177,Corn,Non-Irrigated,7368.9317559880565,26388.14461819323,8140.974861598388,29152.830979383827
2022,20197,Corn,Irrigated,11561.816264505962,41402.86404319585,11806.610419943385,42279.47191381726
2022,20197,Corn,Non-Irrigated,7594.895591776446,27197.321114151455,7732.9846025360175,27691.817861681477
2022,20209,Corn,Irrigated,6082.193246637501,21780.33401620889,6188.8983913153515,22162.445139300275
2022,20209,Corn,Non-Irrigated,6082.193246637501,21780.33401620889,6188.8983913153515,22162.445139300275
2022,20005,Sorghum,Irrigated,4657.365726527375,15974.764441988897,4676.196046176407,16039.352438385078
2022,20005,Sorghum,Non-Irrigated,4657.365726527375,15974.764441988897,4676.196046176407,16039.352438385078
2022,20013,Sorghum,Irrigated,5573.774616113623,19118.04693326973,5950.381009094273,20409.80686119336
2022,20013,Sorghum,Non-Irrigated,5573.774616113623,19118.04693326973,5950.381009094273,20409.80686119336
2022,20045,Sorghum,Irrigated,3784.8942494555345,12982.187275632485,3941.813579864139,13520.420578933996
2022,20045,Sorghum,Non-Irrigated,3784.8942494555345,12982.187275632485,3941.813579864139,13520.420578933996
2022,20061,Sorghum,Irrigated,4506.723169335114,15458.060470819442,4600.874767580276,15781.000452800348
2022,20061,Sorghum,Non-Irrigated,4506.723169335114,15458.060470819442,4600.874767580276,15781.000452800348
2022,20085,Sorghum,Irrigated,5391.748192839643,18493.696301439977,5736.9707197385715,19677.809568703302
2022,20085,Sorghum,Non-Irrigated,5391.748192839643,18493.696301439977,5736.9707197385715,19677.809568703302
2022,20087,Sorghum,Irrigated,4324.696746061134,14833.709838989691,4400.018024657263,15092.061824574412
2022,20087,Sorghum,Non-Irrigated,4324.696746061134,14833.709838989691,4400.018024657263,15092.061824574412
2022,20091,Sorghum,Irrigated,3803.724569104567,13046.775272028664,3935.536806647795,13498.891246801937
2022,20091,Sorghum,Non-Irrigated,3803.724569104567,13046.775272028664,3935.536806647795,13498.891246801937
2022,20103,Sorghum,Irrigated,4224.268374599626,14489.240524876719,4305.866426412101,14769.121842593506
2022,20103,Sorghum,Non-Irrigated,4224.268374599626,14489.240524876719,4305.866426412101,14769.121842593506
2022,20117,Sorghum,Irrigated,5962.934555526962,20452.86552545748,6446.246093185463,22110.62409962614
2022,20117,Sorghum,Non-Irrigated,5962.934555526962,20452.86552545748,6446.246093185463,22110.62409962614
2022,20127,Sorghum,Irrigated,3502.439454720047,12013.367329689761,3552.6536404508006,12185.601986746247
2022,20127,Sorghum,Non-Irrigated,3502.439454720047,12013.367329689761,3552.6536404508006,12185.601986746247
2022,20131,Sorghum,Irrigated,5849.952637632768,20065.337547080395,6314.433855642234,21658.508124852866
2022,20131,Sorghum,Non-Irrigated,5849.952637632768,20065.337547080395,6314.433855642234,21658.508124852866
2022,20139,Sorghum,Irrigated,3835.1084351862883,13154.421932688969,4236.821921032315,14532.299189140842
2022,20139,Sorghum,Non-Irrigated,3835.1084351862883,13154.421932688969,4236.821921032315,14532.299189140842
2022,20149,Sorghum,Irrigated,5831.122317983734,20000.74955068421,5893.890050147176,20216.042872004815
2022,20149,Sorghum,Non-Irrigated,5831.122317983734,20000.74955068421,5893.890050147176,20216.042872004815
2022,20161,Sorghum,Irrigated,5398.024966055987,18515.225633572034,5460.792698219428,18730.51895489264
2022,20161,Sorghum,Non-Irrigated,5398.024966055987,18515.225633572034,5460.792698219428,18730.51895489264
2022,20177,Sorghum,Irrigated,5027.69534629168,17244.995037780463,5354.087553541577,18364.52030864761
2022,20177,Sorghum,Non-Irrigated,5027.69534629168,17244.995037780463,5354.087553541577,18364.52030864761
2022,20197,Sorghum,Irrigated,4211.714828166938,14446.181860612598,4274.48256033038,14661.475181933203
2022,20197,Sorghum,Non-Irrigated,4211.714828166938,14446.181860612598,4274.48256033038,14661.475181933203
2022,20209,Sorghum,Irrigated,5222.27531599835,17912.404333874343,5586.328162546311,19161.10559753385
2022,20209,Sorghum,Non-Irrigated,5222.27531599835,17912.404333874343,5586.328162546311,19161.10559753385
2022,20005,Soybeans,Irrigated,4431.8386000796945,15936.891605886582,4559.615433769397,16396.377099834754
2022,20005,Soybeans,Non-Irrigated,2945.5922713731497,10592.349807857847,3033.018526002947,10906.734619506598
2022,20013,Soybeans,Irrigated,3449.974509621977,12406.10833660063,3550.850957271743,12768.860042349188
2022,20013,Soybeans,Non-Irrigated,3449.974509621977,12406.10833660063,3550.850957271743,12768.860042349188
2022,20045,Soybeans,Irrigated,3826.5799141811012,13760.38137139524,3914.0061688108985,14074.766183043992
2022,20045,Soybeans,Non-Irrigated,2299.9830064146518,8270.738891067087,2347.058681984542,8440.023020416413
2022,20061,Soybeans,Irrigated,3645.0023084115237,13107.42830104784,3712.2532735113678,13349.262771546879
2022,20061,Soybeans,Non-Irrigated,2131.8555936650423,7666.152714819493,2178.931269234933,7835.436844168819
2022,20085,Soybeans,Irrigated,3779.5042386112113,13591.097242045917,3813.129721161133,13712.014477295435
2022,20085,Soybeans,Non-Irrigated,2273.082620374714,8174.0051028674725,2326.8833924545893,8367.472679266702
2022,20087,Soybeans,Irrigated,2642.9629284238536,9504.094690612177,2710.2138935236976,9745.929161111217
2022,20087,Soybeans,Non-Irrigated,2642.9629284238536,9504.094690612177,2710.2138935236976,9745.929161111217
2022,20091,Soybeans,Irrigated,3732.4285630413206,13421.813112696589,3833.3050106910864,13784.564818445147
2022,20091,Soybeans,Non-Irrigated,1943.5528913854803,6989.016197422187,1977.1783739354023,7109.933432671707
2022,20103,Soybeans,Irrigated,3994.7073269307107,14364.967547642837,4082.1335815605075,14679.352359291586
2022,20103,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2582.437059833995,9286.443667163046
2022,20117,Soybeans,Irrigated,4183.010029210273,15042.104065040143,4270.43628384007,15356.488876688893
2022,20117,Soybeans,Non-Irrigated,2508.460998224167,9020.425749614104,2548.811577284073,9165.526431913526
2022,20127,Soybeans,Irrigated,3692.0779839814145,13276.712430397167,3752.6038525712734,13494.3634538463
2022,20127,Soybeans,Non-Irrigated,1728.3498030659807,6215.1458918252665,1761.9752856159025,6336.063127074785
2022,20131,Soybeans,Irrigated,2616.0625423839165,9407.360902412564,2676.588410973776,9625.011925861698
2022,20131,Soybeans,Non-Irrigated,2616.0625423839165,9407.360902412564,2676.588410973776,9625.011925861698
2022,20139,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3739.1536595513053,13445.996559746494
2022,20139,Soybeans,Non-Irrigated,1647.6486449461684,5924.944527226422,1681.2741274960904,6045.861762475941
2022,20149,Soybeans,Irrigated,2212.556751784855,7956.354079418338,2246.1822343347767,8077.271314667857
2022,20149,Soybeans,Non-Irrigated,2212.556751784855,7956.354079418338,2246.1822343347767,8077.271314667857
2022,20161,Soybeans,Irrigated,3638.2772119015394,13083.244853997936,3698.8030804913988,13300.89587744707
2022,20161,Soybeans,Non-Irrigated,2178.931269234933,7835.436844168819,2219.281848294839,7980.537526468242
2022,20177,Soybeans,Irrigated,3813.129721161133,13712.014477295435,3887.1057827709606,13978.032394844375
2022,20177,Soybeans,Non-Irrigated,2286.532813394683,8222.37199696728,2320.158295944605,8343.289232216799
2022,20197,Soybeans,Irrigated,3698.8030804913988,13300.89587744707,3752.6038525712734,13494.3634538463
2022,20197,Soybeans,Non-Irrigated,2104.9552076251052,7569.418926619878,2380.684164534464,8560.940255665932
2022,20209,Soybeans,Irrigated,3880.380686260977,13953.848947794475,3981.257133910742,14316.60065354303
2022,20209,Soybeans,Non-Irrigated,2992.6679469430405,10761.633937207174,3039.7436225129313,10930.918066556502
2023,20005,Corn,Irrigated,13595.490786601473,48685.45250681987,13934.436540284058,49899.21725075721
2023,20005,Corn,Non-Irrigated,11386.066614448326,40773.504546339456,11674.798182400156,41807.45229117496
2023,20013,Corn,Irrigated,14241.998427884924,51000.59637025592,14687.649326245359,52596.47223728463
2023,20013,Corn,Non-Irrigated,12553.546432688341,44954.24977545695,12911.322506019958,46235.44589405747
2023,20045,Corn,Irrigated,12308.752277250916,44077.64190483553,12471.948380875865,44662.04715191647
2023,20045,Corn,Non-Irrigated,8812.589595747215,31557.883342370777,8956.955379723131,32074.85721478853
2023,20061,Corn,Irrigated,12685.358670231568,45426.26939809924,12955.259918534368,46392.78576827157
2023,20061,Corn,Non-Irrigated,7337.547889906336,26275.75899375459,7412.869168502465,26545.484492407326
2023,20085,Corn,Irrigated,12421.734195145113,44482.23015281465,12672.80512379888,45381.31514832379
2023,20085,Corn,Non-Irrigated,10406.889992698636,37267.073063853815,10651.684148136057,38143.68093447522
2023,20087,Corn,Irrigated,12459.394834443177,44617.09290214102,12672.80512379888,45381.31514832379
2023,20087,Corn,Non-Irrigated,11285.638242986819,40413.8705481358,11542.98594485693,41335.43266853267
2023,20091,Corn,Irrigated,9603.46302100658,34390.001078224566,9772.935897847872,34996.88345019323
2023,20091,Corn,Non-Irrigated,9603.46302100658,34390.001078224566,9772.935897847872,34996.88345019323
2023,20103,Corn,Irrigated,12785.787041693075,45785.9033963029,13030.581197130497,46662.51126692431
2023,20103,Corn,Non-Irrigated,10683.068014217779,38256.066558913866,10934.138942871545,39155.151554423
2023,20117,Corn,Irrigated,12176.940039707692,43605.622282193246,12497.055473741244,44751.9556514674
2023,20117,Corn,Non-Irrigated,9735.275258549807,34862.02070086686,9954.962321121853,35648.72007193736
2023,20127,Corn,Irrigated,12572.376752337375,45021.68115012014,12836.001227423829,45965.72039540473
2023,20127,Corn,Non-Irrigated,4337.250292493821,15531.693297420372,4952.37406769555,17734.451536417764
2023,20131,Corn,Irrigated,13990.927499231157,50101.51137474677,14411.471304726214,51607.47874222457
2023,20131,Corn,Non-Irrigated,11612.030450236714,41582.68104229767,11925.869111053924,42706.5372866841
2023,20139,Corn,Irrigated,12741.849629178665,45628.5635220888,13005.47410426512,46572.6027673734
2023,20139,Corn,Non-Irrigated,6389.755134238365,22881.713135707585,7456.806581016874,26702.824366621426
2023,20149,Corn,Irrigated,12572.376752337375,45021.68115012014,12842.278000640172,45988.19752029245
2023,20149,Corn,Non-Irrigated,10237.41711585734,36660.19069188514,10457.104178429387,37446.89006295563
2023,20161,Corn,Irrigated,12547.269659471996,44931.77265056922,12817.170907774795,45898.28902074154
2023,20161,Corn,Non-Irrigated,7055.093095170848,25264.288373806805,7218.2891987957955,25848.693620887745
2023,20177,Corn,Irrigated,12239.707771871132,43830.39353107052,12421.734195145113,44482.23015281465
2023,20177,Corn,Non-Irrigated,8216.29614019452,29422.556478036575,9095.044390482703,32569.353962318557
2023,20197,Corn,Irrigated,12748.126402395008,45651.04064697652,13011.750877481467,46595.079892261136
2023,20197,Corn,Non-Irrigated,7262.226611310205,26006.033495101845,7368.9317559880565,26388.14461819323
2023,20209,Corn,Irrigated,9885.917815742068,35401.47169817235,10049.113919367017,35985.87694525329
2023,20209,Corn,Non-Irrigated,9885.917815742068,35401.47169817235,10049.113919367017,35985.87694525329
2023,20005,Wheat,Irrigated,4411.663310549741,14487.90231184535,4485.63937215957,14730.839698172025
2023,20005,Wheat,Non-Irrigated,4411.663310549741,14487.90231184535,4485.63937215957,14730.839698172025
2023,20013,Wheat,Irrigated,4344.412345449898,14267.050142457463,4425.11350356971,14532.072745722926
2023,20013,Wheat,Non-Irrigated,4344.412345449898,14267.050142457463,4425.11350356971,14532.072745722926
2023,20045,Wheat,Irrigated,4075.4084850505233,13383.641464905917,4149.384546660351,13626.57885123259
2023,20045,Wheat,Non-Irrigated,4075.4084850505233,13383.641464905917,4149.384546660351,13626.57885123259
2023,20061,Wheat,Irrigated,5158.149023158005,16939.361392050887,5292.650953357693,17381.065730826664
2023,20061,Wheat,Non-Irrigated,3436.5243166020086,11285.545855720995,3651.727404921508,11992.27279776223
2023,20085,Wheat,Irrigated,4364.587634979851,14333.30579327383,4445.288793099662,14598.32839653929
2023,20085,Wheat,Non-Irrigated,4364.587634979851,14333.30579327383,4445.288793099662,14598.32839653929
