Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
2016,20013,Brown,Corn,Non-alluvial,Surface water,81075,49339.273501899996,53.823237999999996
2017,20013,Brown,Soybeans,Non-alluvial,Surface water,81075,55506.6826896375,53.823237999999996
2018,20013,Brown,Corn,Non-alluvial,Surface water,81075,4933.92735019,53.823237999999996
2019,20013,Brown,Soybeans,Non-alluvial,Surface water,81075,3700.4455126425,53.823237999999996
2020,20013,Brown,Corn,Non-alluvial,Surface water,81075,19735.70940076,53.823237999999996
2021,20013,Brown,Soybeans,Non-alluvial,Surface water,81075,30837.045938687497,53.823237999999996
2022,20013,Brown,Corn,Non-alluvial,Surface water,81075,51806.237176995,53.823237999999996
2023,20013,Brown,Soybeans,Non-alluvial,Surface water,81075,22202.673075855,53.823237999999996
2015,20013,Brown,Corn,Non-alluvial,Surface water,82920,29603.56410114,41.682657999999996
2016,20013,Brown,Soybeans,Non-alluvial,Surface water,82920,27136.600426045,42.49203
2017,20013,Brown,Corn,Non-alluvial,Surface water,82920,37004.455126425,42.49203
2018,20013,Brown,Corn,Non-alluvial,Surface water,82920,13568.3002130225,42.49203
2019,20013,Brown,Corn,Non-alluvial,Surface water,82920,24669.636750949998,42.49203
2020,20013,Brown,Soybeans,Non-alluvial,Surface water,82920,22202.673075855,42.49203
2021,20013,Brown,Corn,Non-alluvial,Surface water,82920,32070.527776234998,42.49203
2022,20013,Brown,Soybeans,Non-alluvial,Surface water,82920,34537.491451329995,42.49203
2023,20013,Brown,Corn,Non-alluvial,Surface water,82920,32070.527776234998,42.087344
2016,20013,Brown,Corn,Non-alluvial,Surface water,83153,59207.12820228,52.60918
2017,20013,Brown,Soybeans,Non-alluvial,Surface water,83153,107312.9198666325,52.60918
2018,20013,Brown,Corn,Non-alluvial,Surface water,83153,25903.1185884975,52.204494
2019,20013,Brown,Multi-Crop,Non-alluvial,Surface water,83153,44405.34615171,103.599616
2020,20013,Brown,Multi-Crop,Non-alluvial,Surface water,83153,48105.791664352495,104.004302
2021,20013,Brown,Multi-Crop,Non-alluvial,Surface water,83153,30837.045938687497,50.181064
2022,20013,Brown,Multi-Crop,Non-alluvial,Surface water,83153,64141.055552469996,60.298214
2023,20013,Brown,Multi-Crop,Non-alluvial,Surface water,83153,64141.055552469996,82.96063
2019,20013,Brown,Multi-Crop,Non-alluvial,Surface water,87212,3700.4455126425,26.30459
2020,20013,Brown,Multi-Crop,Non-alluvial,Surface water,87212,13568.3002130225,26.30459
2021,20013,Brown,Corn,Non-alluvial,Surface water,87212,22202.673075855,26.30459
2022,20013,Brown,Soybeans,Non-alluvial,Surface water,87212,22202.673075855,26.30459
2023,20013,Brown,Corn,Non-alluvial,Surface water,87212,13568.3002130225,26.30459
2023,20013,Brown,Corn,Non-alluvial,Surface water,89051,77709.3557654925,24.28116
1990,20045,Douglas,Alfalfa,Alluvial,Groundwater,2019,1455.50856830605,2.832802
1991,20045,Douglas,Multi-Crop,Alluvial,Groundwater,2019,40704.9006390675,40.4686
2002,20045,Douglas,Unknown,Alluvial,Groundwater,2019,24.669636750949998,NA
2006,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,4539.2131621748,16.18744
2007,20045,Douglas,Corn,Alluvial,Groundwater,2019,5674.016452718499,16.18744
2008,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,9880.189518755475,49.371691999999996
2009,20045,Douglas,Corn,Alluvial,Groundwater,2019,5143.619262573075,49.371691999999996
2010,20045,Douglas,Corn,Alluvial,Groundwater,2019,55950.7361511546,49.371691999999996
2011,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,88625.67002778787,82.96063
2012,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,106683.84412948326,49.371691999999996
2013,20045,Douglas,Corn,Alluvial,Groundwater,2019,70234.45582995465,49.371691999999996
2014,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,26519.85950727125,49.371691999999996
2015,20045,Douglas,Corn,Alluvial,Groundwater,2019,15381.518514217325,24.685845999999998
2016,20045,Douglas,Soybeans,Alluvial,Groundwater,2019,703.0846474020749,24.685845999999998
2018,20045,Douglas,Multi-Crop,Alluvial,Groundwater,2019,14974.46950782665,24.685845999999998
2023,20045,Douglas,Multi-Crop,Alluvial,Groundwater,2019,9201.774508104349,24.685845999999998
1998,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,333.040096137825,2.02343
1999,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,197.35709400759998,2.832802
2000,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,789.4283760303999,2.832802
2001,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,382.379369639725,3.237488
2002,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,715.4194657775499,2.832802
2003,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,986.785470038,2.832802
2004,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,185.02227563212497,2.428116
2005,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,407.049006390675,2.832802
2006,20045,Douglas,Multi-Crop,Non-alluvial,Groundwater,4874,863.4372862832499,2.428116
2007,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,148.01782050569997,2.428116
2011,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,172.68745725665002,2.832802
2012,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,185.02227563212497,2.832802
2013,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,148.01782050569997,2.832802
2014,20045,Douglas,Other Crop,Non-alluvial,Groundwater,4874,49.339273501899996,2.832802
1993,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,1578.8567520607999,7.284348
1994,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,8400.011313698475,4.04686
1995,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,10829.970533667049,4.04686
1996,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,4872.253258312625,4.04686
1997,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,12630.854016486399,7.284348
1998,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,20722.494870798,7.284348
1999,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,22227.342712605947,7.284348
2000,20045,Douglas,Unknown,Alluvial,Groundwater,5702,21425.579518200077,7.284348
2001,20045,Douglas,Unknown,Alluvial,Groundwater,5702,20969.1912383075,7.284348
2002,20045,Douglas,Unknown,Alluvial,Groundwater,5702,25557.743673984198,7.284348
2003,20045,Douglas,Unknown,Alluvial,Groundwater,5702,25039.68130221425,7.284348
2004,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,14863.456142447376,7.284348
2005,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,14641.429411688823,7.284348
2006,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,19624.696035380723,7.284348
2010,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,3441.414326757525,7.284348
2011,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,15097.8176915814,7.284348
2012,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,17749.803642308525,7.284348
2013,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,8288.9979483192,7.284348
2014,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,7684.591847920925,7.284348
2015,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,8881.069230342,7.284348
2016,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,9251.11378160625,7.284348
2017,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,8424.680950449425,7.284348
2018,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,11853.760458831473,7.284348
2019,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,5649.346815967549,7.284348
2020,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,7770.935576549249,7.284348
2021,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,8264.32831156825,7.284348
2022,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,7820.27485005115,7.284348
2023,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,5702,15924.250522738224,7.284348
1990,20045,Douglas,Wheat,Alluvial,Groundwater,10540,35770.973288877496,16.18744
1991,20045,Douglas,Corn,Alluvial,Groundwater,10540,66595.68440918952,16.18744
1992,20045,Douglas,Wheat,Alluvial,Groundwater,10540,25890.783770122023,16.18744
1994,20045,Douglas,Corn,Alluvial,Groundwater,10540,57998.31600148345,16.18744
1995,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,39619.43662202569,16.18744
1996,20045,Douglas,Corn,Alluvial,Groundwater,10540,27518.97979568472,16.18744
1997,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,60662.63677058605,16.18744
1998,20045,Douglas,Corn,Alluvial,Groundwater,10540,29628.233737890947,16.18744
1999,20045,Douglas,Soybeans,Alluvial,Groundwater,10540,71332.25466537192,16.18744
2000,20045,Douglas,Corn,Alluvial,Groundwater,10540,50005.35369417565,16.18744
2001,20045,Douglas,Corn,Alluvial,Groundwater,10540,44220.32387607788,16.18744
2002,20045,Douglas,Corn,Alluvial,Groundwater,10540,72824.7676888044,16.18744
2003,20045,Douglas,Corn,Alluvial,Groundwater,10540,63166.60490080747,16.18744
2004,20045,Douglas,Corn,Alluvial,Groundwater,10540,11311.028450310574,16.18744
2005,20045,Douglas,Corn,Alluvial,Groundwater,10540,46378.917091786,16.18744
2006,20045,Douglas,Soybeans,Alluvial,Groundwater,10540,49191.2556813943,16.18744
2007,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,47674.07302121087,16.18744
2008,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,29159.5106396229,24.28116
2009,20045,Douglas,Corn,Alluvial,Groundwater,10540,9966.533247383799,24.28116
2010,20045,Douglas,Soybeans,Alluvial,Groundwater,10540,21881.967798092646,24.28116
2011,20045,Douglas,Corn,Alluvial,Groundwater,10540,43319.882134668194,24.28116
2012,20045,Douglas,Corn,Alluvial,Groundwater,10540,46921.649100306895,24.28116
2013,20045,Douglas,Corn,Alluvial,Groundwater,10540,37.00445512642499,24.28116
2014,20045,Douglas,Soybeans,Alluvial,Groundwater,10540,36104.01338501532,24.28116
2015,20045,Douglas,Corn,Alluvial,Groundwater,10540,28900.479453737924,24.28116
2016,20045,Douglas,Soybeans,Alluvial,Groundwater,10540,18674.91502046915,24.28116
2017,20045,Douglas,Corn,Alluvial,Groundwater,10540,32785.947242012546,24.28116
2018,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,10540,71393.9287572493,26.709276
2019,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,19340.995212744798,26.709276
2020,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,10540,73971.90579772356,26.709276
2021,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,10540,61452.06514661645,26.709276
2022,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,10540,50474.0767924437,18.21087
2023,20045,Douglas,Multi-Crop,Alluvial,Groundwater,10540,50252.05006168515,18.21087
1990,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,64498.76528535877,36.42174
1991,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,109989.57545411057,36.42174
1992,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,3589.432147263225,36.42174
1993,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,20192.097680652576,36.42174
1994,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,89143.73239955782,36.42174
1995,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,62734.88625766584,36.42174
1996,20045,Douglas,Multi-Crop,Alluvial,Groundwater,11742,47402.70701695042,36.42174
1997,20045,Douglas,Corn,Alluvial,Groundwater,11742,57899.63745447964,36.42174
1998,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,45527.81462387822,36.42174
1999,20045,Douglas,Corn,Alluvial,Groundwater,11742,77795.69949412082,36.42174
2000,20045,Douglas,Corn,Alluvial,Groundwater,11742,59688.18611892352,36.42174
2001,20045,Douglas,Corn,Alluvial,Groundwater,11742,68236.2152531277,36.42174
2002,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,82507.60011355227,36.42174
2003,20045,Douglas,Corn,Alluvial,Groundwater,11742,98197.48908715647,36.42174
2004,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,8239.6586748173,36.42174
2005,20045,Douglas,Corn,Alluvial,Groundwater,11742,102341.98806131606,36.42174
2006,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,63166.60490080747,36.42174
2007,20045,Douglas,Corn,Alluvial,Groundwater,11742,59145.45411040263,36.42174
2008,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,53212.40647179915,36.42174
2009,20045,Douglas,Corn,Alluvial,Groundwater,11742,37954.23614133657,36.42174
2010,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,88675.00930128977,36.42174
2011,20045,Douglas,Corn,Alluvial,Groundwater,11742,103106.74680059553,36.42174
2012,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,107979.00005890815,36.42174
2013,20045,Douglas,Corn,Alluvial,Groundwater,11742,69617.7149111809,36.42174
2014,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,45910.19399351795,36.42174
2015,20045,Douglas,Corn,Alluvial,Groundwater,11742,30615.019207928948,36.42174
2016,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,37041.459581551426,36.42174
2017,20045,Douglas,Corn,Alluvial,Groundwater,11742,42382.4359381321,36.42174
2018,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,49709.31805316424,36.42174
2019,20045,Douglas,Corn,Alluvial,Groundwater,11742,4403.530160044575,36.42174
2020,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,27025.587060665723,36.42174
2021,20045,Douglas,Corn,Alluvial,Groundwater,11742,37855.55759433277,36.42174
2022,20045,Douglas,Soybeans,Alluvial,Groundwater,11742,81903.194013154,36.42174
2023,20045,Douglas,Corn,Alluvial,Groundwater,11742,60070.565488563254,36.42174
1990,20045,Douglas,Corn,Alluvial,Groundwater,12460,39977.14635491447,24.28116
1991,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,53964.83039270312,24.28116
1992,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,31231.7601267027,24.28116
1994,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,29233.51954987575,24.28116
1995,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,27987.702893952774,24.28116
1996,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,22486.373898490925,24.28116
1997,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,18243.196377327524,24.28116
1998,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,18983.285479856026,24.28116
1999,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,17490.77245642355,24.28116
2000,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,4995.601442067375,12.14058
2001,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,7499.5695722887995,14.16401
2002,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,24978.007210336873,12.14058
2003,20045,Douglas,Wheat,Alluvial,Groundwater,12460,11237.019540057723,12.14058
2008,20045,Douglas,Corn,Alluvial,Groundwater,12460,5451.98972195995,28.32802
2009,20045,Douglas,Corn,Alluvial,Groundwater,12460,5797.36463647325,28.32802
2010,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,6586.793012503649,28.32802
2011,20045,Douglas,Corn,Alluvial,Groundwater,12460,8177.984582939925,28.32802
2012,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,7943.6230338059,28.32802
2013,20045,Douglas,Corn,Alluvial,Groundwater,12460,10225.564433268773,28.32802
2014,20045,Douglas,Soybeans,Alluvial,Groundwater,12460,2281.941399462875,28.32802
2016,20045,Douglas,Corn,Alluvial,Groundwater,12460,4835.248803186199,28.32802
2018,20045,Douglas,Corn,Alluvial,Groundwater,12460,8585.0335893306,28.32802
2020,20045,Douglas,Corn,Alluvial,Groundwater,12460,1159.47292729465,28.32802
2022,20045,Douglas,Corn,Alluvial,Groundwater,12460,2787.6689528573497,28.32802
1990,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,87688.22383125177,42.49203
1991,20045,Douglas,Corn,Alluvial,Groundwater,13848,104303.2241830166,42.49203
1992,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,9423.8012388629,42.49203
1993,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,22461.704261739975,42.49203
1994,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,57270.56171733042,42.49203
1995,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,26273.16313976175,42.49203
1996,20045,Douglas,Corn,Alluvial,Groundwater,13848,61328.7169628617,46.53889
1997,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,79719.93116069492,46.943576
1998,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,77734.02540224345,46.943576
1999,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,98493.52472816786,46.943576
2000,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,63993.0377319643,46.943576
2001,20045,Douglas,Corn,Alluvial,Groundwater,13848,57492.58844808897,46.943576
2002,20045,Douglas,Soybeans,Alluvial,Groundwater,13848,88021.26392738959,46.943576
2003,20045,Douglas,Corn,Alluvial,Groundwater,13848,104340.22863814302,46.943576
2004,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,13950.679582662226,46.943576
2005,20045,Douglas,Corn,Alluvial,Groundwater,13848,87355.18373511394,46.943576
2006,20045,Douglas,Soybeans,Alluvial,Groundwater,13848,60489.949313329394,46.943576
2007,20045,Douglas,Corn,Alluvial,Groundwater,13848,75131.37872501822,46.943576
2009,20045,Douglas,Soybeans,Alluvial,Groundwater,13848,7302.2124782812,46.943576
2010,20045,Douglas,Multi-Crop,Alluvial,Groundwater,13848,76845.91847920924,46.943576
2011,20045,Douglas,Soybeans,Alluvial,Groundwater,13848,66669.69331944236,46.943576
2012,20045,Douglas,Corn,Alluvial,Groundwater,13848,91746.37907678304,46.943576
1991,20045,Douglas,Other Crop,Alluvial,Groundwater,14257,1011.4551067889499,NA
1992,20045,Douglas,Golf Course/Turf/Sod,Alluvial,Groundwater,14257,3663.441057516075,7.284348
1990,20045,Douglas,Alfalfa,Alluvial,Groundwater,15245,1455.50856830605,3.237488
1994,20045,Douglas,Soybeans,Non-alluvial,Surface water,17424,81409.801278135,18.21087
1995,20045,Douglas,Corn,Non-alluvial,Surface water,17424,23016.77108863635,20.2343
1997,20045,Douglas,Corn,Non-alluvial,Surface water,17424,14049.358129666025,20.2343
1998,20045,Douglas,Soybeans,Non-alluvial,Surface water,17424,4045.8204271557997,18.21087
1999,20045,Douglas,Corn,Non-alluvial,Surface water,17424,19340.995212744798,19.424928
2000,20045,Douglas,Soybeans,Non-alluvial,Surface water,17424,22017.650800222877,19.020242
2001,20045,Douglas,Corn,Non-alluvial,Surface water,17424,17379.759091044274,18.21087
1990,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,715.4194657775499,1.618744
1991,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,370.04455126424995,1.214058
1992,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,222.02673075854997,1.214058
1993,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,111.01336537927499,1.214058
1994,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,111.01336537927499,1.214058
1995,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,61.674091877375,1.618744
1996,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,111.01336537927499,1.214058
1997,20045,Douglas,Other Crop,Non-alluvial,Groundwater,18598,98.67854700379999,1.214058
